refund_id,order_item_id,refund_amount,refund_date,refund_reason
2401,289977,2.75,2026-02-12,Customer Error
2402,77763,18.81,2026-02-12,Damaged Item
2403,50374,9.84,2026-02-12,Wrong Item
2404,241302,79.08,2026-02-12,Late Delivery
2405,299204,1.13,2026-02-12,Late Delivery
2406,285334,53.06,2026-02-12,Wrong Item
2407,214097,19.93,2026-02-12,Damaged Item
2408,266588,19.47,2026-02-12,Wrong Item
2409,115213,3.42,2026-02-12,Wrong Item
2410,198384,3.84,2026-02-12,Damaged Item
2411,43730,19.87,2026-02-12,Customer Error
2412,49472,43.09,2026-02-12,Damaged Item
2413,41413,34.64,2026-02-12,Customer Error
2414,155993,162.2,2026-02-12,Late Delivery
2415,269487,93.34,2026-02-12,Damaged Item
2416,185762,15.29,2026-02-12,Damaged Item
2417,80543,29.23,2026-02-12,Damaged Item
2418,268871,23.38,2026-02-12,Damaged Item
2419,243159,15.09,2026-02-12,Customer Error
2420,73003,40.67,2026-02-12,Damaged Item
2421,31896,14.75,2026-02-12,Late Delivery
2422,218333,68.58,2026-02-12,Wrong Item
2423,98523,59.92,2026-02-12,Damaged Item
2424,14090,121.71,2026-02-12,Wrong Item
2425,236281,54.34,2026-02-12,Customer Error
2426,77239,13.32,2026-02-12,Wrong Item
2427,16890,33.8,2026-02-12,Damaged Item
2428,123452,11.86,2026-02-12,Wrong Item
2429,139543,5.34,2026-02-12,Damaged Item
2430,222834,63.82,2026-02-12,Customer Error
2431,283002,22.2,2026-02-12,Customer Error
2432,16172,21.91,2026-02-12,Wrong Item
2433,118952,11.27,2026-02-12,Late Delivery
2434,216508,78.31,2026-02-12,Late Delivery
2435,41734,15.51,2026-02-12,Damaged Item
2436,275862,39.22,2026-02-12,Wrong Item
2437,214262,73.93,2026-02-12,Customer Error
2438,114510,18.11,2026-02-12,Wrong Item
2439,242335,26.55,2026-02-12,Late Delivery
2440,250581,22.06,2026-02-12,Damaged Item
2441,107612,30.46,2026-02-12,Damaged Item
2442,143592,15.83,2026-02-12,Wrong Item
2443,7699,18.0,2026-02-12,Wrong Item
2444,256063,41.81,2026-02-12,Damaged Item
2445,147933,58.12,2026-02-12,Customer Error
2446,170765,27.45,2026-02-12,Customer Error
2447,166091,61.49,2026-02-12,Damaged Item
2448,56987,3.38,2026-02-12,Damaged Item
2449,225015,35.26,2026-02-12,Damaged Item
2450,232887,13.07,2026-02-12,Damaged Item
2451,22718,2.97,2026-02-12,Damaged Item
2452,284801,10.1,2026-02-12,Customer Error
2453,153331,60.78,2026-02-12,Wrong Item
2454,164496,15.59,2026-02-12,Damaged Item
2455,197657,34.94,2026-02-12,Customer Error
2456,161070,20.47,2026-02-12,Wrong Item
2457,235417,9.69,2026-02-12,Late Delivery
2458,299870,14.25,2026-02-12,Customer Error
2459,114124,39.52,2026-02-12,Customer Error
2460,193531,63.03,2026-02-12,Damaged Item
2461,18650,3.16,2026-02-12,Customer Error
2462,104310,4.23,2026-02-12,Late Delivery
2463,234472,13.62,2026-02-12,Customer Error
2464,227562,17.63,2026-02-12,Damaged Item
2465,88364,49.85,2026-02-12,Customer Error
2466,103232,3.75,2026-02-12,Customer Error
2467,200908,8.38,2026-02-12,Customer Error
2468,147990,400.12,2026-02-12,Wrong Item
2469,54655,54.54,2026-02-12,Damaged Item
2470,132985,13.45,2026-02-12,Wrong Item
2471,132257,4.84,2026-02-12,Damaged Item
2472,243699,8.51,2026-02-12,Damaged Item
2473,25491,6.77,2026-02-12,Customer Error
2474,115887,28.21,2026-02-12,Damaged Item
2475,201146,3.15,2026-02-12,Late Delivery
2476,54958,14.67,2026-02-12,Wrong Item
2477,20931,69.76,2026-02-12,Wrong Item
2478,30281,1.51,2026-02-12,Customer Error
2479,48833,31.24,2026-02-12,Damaged Item
2480,184002,18.27,2026-02-12,Damaged Item
2481,58653,40.24,2026-02-12,Customer Error
2482,204822,12.91,2026-02-12,Customer Error
2483,52724,17.0,2026-02-12,Wrong Item
2484,106581,17.64,2026-02-12,Customer Error
2485,231712,8.82,2026-02-12,Wrong Item
2486,71627,16.7,2026-02-12,Damaged Item
2487,47417,18.89,2026-02-12,Wrong Item
2488,281148,21.29,2026-02-12,Damaged Item
2489,174591,60.45,2026-02-12,Customer Error
2490,301103,38.51,2026-02-12,Damaged Item
2491,254381,7.1,2026-02-12,Late Delivery
2492,162054,47.54,2026-02-12,Late Delivery
2493,98696,28.02,2026-02-12,Damaged Item
2494,152411,24.35,2026-02-12,Customer Error
2495,163252,79.84,2026-02-12,Customer Error
2496,176001,26.55,2026-02-12,Damaged Item
2497,105159,6.5,2026-02-12,Customer Error
2498,42289,44.25,2026-02-12,Late Delivery
2499,153496,8.17,2026-02-12,Wrong Item
2500,60017,30.2,2026-02-12,Wrong Item
2501,290433,15.89,2026-02-12,Wrong Item
2502,107746,10.15,2026-02-12,Customer Error
2503,189076,28.62,2026-02-12,Wrong Item
2504,165090,31.36,2026-02-12,Damaged Item
2505,142430,59.5,2026-02-12,Damaged Item
2506,134361,100.91,2026-02-12,Late Delivery
2507,160913,6.95,2026-02-12,Damaged Item
2508,538,23.28,2026-02-12,Damaged Item
2509,105621,17.82,2026-02-12,Late Delivery
2510,262130,30.97,2026-02-12,Customer Error
2511,162374,14.77,2026-02-12,Wrong Item
2512,303208,39.98,2026-02-12,Damaged Item
2513,237961,48.15,2026-02-12,Late Delivery
2514,245684,5.05,2026-02-12,Late Delivery
2515,104299,53.55,2026-02-12,Customer Error
2516,64235,10.12,2026-02-12,Late Delivery
2517,36101,28.15,2026-02-12,Late Delivery
2518,209142,69.88,2026-02-12,Customer Error
2519,78726,36.27,2026-02-12,Customer Error
2520,59566,21.25,2026-02-12,Wrong Item
2521,213660,8.18,2026-02-12,Wrong Item
2522,209823,13.46,2026-02-12,Late Delivery
2523,91865,15.02,2026-02-12,Late Delivery
2524,204388,34.43,2026-02-12,Customer Error
2525,183885,12.12,2026-02-12,Damaged Item
2526,276339,84.39,2026-02-12,Customer Error
2527,209012,10.97,2026-02-12,Damaged Item
2528,42486,9.92,2026-02-12,Wrong Item
2529,173344,21.65,2026-02-12,Late Delivery
2530,78204,57.11,2026-02-12,Customer Error
2531,289840,29.52,2026-02-12,Customer Error
2532,85784,4.26,2026-02-12,Damaged Item
2533,94099,11.86,2026-02-12,Customer Error
2534,156981,16.3,2026-02-12,Wrong Item
2535,298858,31.07,2026-02-12,Customer Error
2536,238019,10.41,2026-02-12,Damaged Item
2537,66570,22.87,2026-02-12,Customer Error
2538,126517,60.48,2026-02-12,Damaged Item
2539,156829,32.67,2026-02-12,Customer Error
2540,85993,0.79,2026-02-12,Wrong Item
2541,284598,23.99,2026-02-12,Wrong Item
2542,64878,37.15,2026-02-12,Late Delivery
2543,50398,11.56,2026-02-12,Late Delivery
2544,65518,24.77,2026-02-12,Damaged Item
2545,89160,60.1,2026-02-12,Wrong Item
2546,303081,42.64,2026-02-12,Wrong Item
2547,52189,14.66,2026-02-12,Damaged Item
2548,47064,16.38,2026-02-12,Damaged Item
2549,102556,71.98,2026-02-12,Customer Error
2550,107048,43.21,2026-02-12,Damaged Item
2551,117639,66.2,2026-02-12,Customer Error
2552,195322,45.2,2026-02-12,Damaged Item
2553,123570,9.23,2026-02-12,Late Delivery
2554,117403,4.37,2026-02-12,Customer Error
2555,45683,25.1,2026-02-12,Damaged Item
2556,184753,15.18,2026-02-12,Wrong Item
2557,161443,19.13,2026-02-12,Late Delivery
2558,201008,9.22,2026-02-12,Late Delivery
2559,176545,38.73,2026-02-12,Late Delivery
2560,49048,22.25,2026-02-12,Wrong Item
2561,66184,25.05,2026-02-12,Damaged Item
2562,277444,34.78,2026-02-12,Customer Error
2563,9736,10.08,2026-02-12,Customer Error
2564,87461,7.6,2026-02-12,Damaged Item
2565,168879,17.35,2026-02-12,Late Delivery
2566,284469,53.15,2026-02-12,Customer Error
2567,232540,108.59,2026-02-12,Late Delivery
2568,163589,246.92,2026-02-12,Late Delivery
2569,162159,9.52,2026-02-12,Late Delivery
2570,98252,89.19,2026-02-12,Wrong Item
2571,292834,9.62,2026-02-12,Late Delivery
2572,96147,18.46,2026-02-12,Damaged Item
2573,268943,17.55,2026-02-12,Customer Error
2574,252436,35.22,2026-02-12,Late Delivery
2575,112876,30.13,2026-02-12,Customer Error
2576,80034,91.17,2026-02-12,Damaged Item
2577,212803,2.55,2026-02-12,Damaged Item
2578,182769,115.25,2026-02-12,Late Delivery
2579,183496,63.11,2026-02-12,Late Delivery
2580,188890,27.01,2026-02-12,Wrong Item
2581,19815,152.38,2026-02-12,Damaged Item
2582,19625,58.74,2026-02-12,Late Delivery
2583,64177,32.96,2026-02-12,Damaged Item
2584,281478,20.5,2026-02-12,Late Delivery
2585,279790,16.15,2026-02-12,Customer Error
2586,229305,62.06,2026-02-12,Wrong Item
2587,118083,326.9,2026-02-12,Damaged Item
2588,92948,2.72,2026-02-12,Wrong Item
2589,163457,9.74,2026-02-12,Customer Error
2590,219140,94.89,2026-02-12,Wrong Item
2591,207011,19.21,2026-02-12,Customer Error
2592,26188,8.25,2026-02-12,Wrong Item
2593,73212,6.61,2026-02-12,Damaged Item
2594,4157,20.66,2026-02-12,Late Delivery
2595,249858,16.86,2026-02-12,Customer Error
2596,219223,41.31,2026-02-12,Wrong Item
2597,42538,39.53,2026-02-12,Damaged Item
2598,189669,16.13,2026-02-12,Customer Error
2599,69763,12.95,2026-02-12,Damaged Item
2600,19652,22.23,2026-02-12,Customer Error
2601,237674,1.93,2026-02-12,Late Delivery
2602,49083,6.34,2026-02-12,Wrong Item
2603,165639,59.07,2026-02-12,Late Delivery
2604,291691,10.99,2026-02-12,Late Delivery
2605,5019,8.74,2026-02-12,Late Delivery
2606,276206,128.23,2026-02-12,Customer Error
2607,180029,67.74,2026-02-12,Wrong Item
2608,101005,11.28,2026-02-12,Customer Error
2609,28322,16.77,2026-02-12,Customer Error
2610,249695,42.36,2026-02-12,Damaged Item
2611,301905,40.7,2026-02-12,Customer Error
2612,13811,34.87,2026-02-12,Wrong Item
2613,282306,23.87,2026-02-12,Wrong Item
2614,276436,5.02,2026-02-12,Damaged Item
2615,68349,7.91,2026-02-12,Damaged Item
2616,15125,5.8,2026-02-12,Damaged Item
2617,41560,8.74,2026-02-12,Damaged Item
2618,186411,40.74,2026-02-12,Late Delivery
2619,89704,5.43,2026-02-12,Damaged Item
2620,239138,7.94,2026-02-12,Late Delivery
2621,242285,38.59,2026-02-12,Damaged Item
2622,100876,11.5,2026-02-12,Customer Error
2623,32760,39.25,2026-02-12,Customer Error
2624,57271,115.59,2026-02-12,Damaged Item
2625,284811,81.03,2026-02-12,Late Delivery
2626,51094,6.83,2026-02-12,Late Delivery
2627,94930,7.49,2026-02-12,Wrong Item
2628,220404,10.46,2026-02-12,Wrong Item
2629,91379,38.1,2026-02-12,Late Delivery
2630,287218,58.03,2026-02-12,Wrong Item
2631,239137,40.54,2026-02-12,Late Delivery
2632,67247,7.24,2026-02-12,Late Delivery
2633,121255,16.61,2026-02-12,Wrong Item
2634,124136,50.02,2026-02-12,Wrong Item
2635,251890,44.07,2026-02-12,Damaged Item
2636,120657,86.6,2026-02-12,Late Delivery
2637,108917,0.66,2026-02-12,Damaged Item
2638,234293,41.02,2026-02-12,Customer Error
2639,66158,15.33,2026-02-12,Wrong Item
2640,150938,60.21,2026-02-12,Damaged Item
2641,211387,5.75,2026-02-12,Customer Error
2642,152963,44.02,2026-02-12,Damaged Item
2643,85580,79.75,2026-02-12,Late Delivery
2644,276404,28.91,2026-02-12,Late Delivery
2645,258874,27.27,2026-02-12,Wrong Item
2646,238833,13.75,2026-02-12,Late Delivery
2647,81519,16.19,2026-02-12,Wrong Item
2648,112709,11.88,2026-02-12,Damaged Item
2649,297453,9.56,2026-02-12,Damaged Item
2650,124211,35.78,2026-02-12,Damaged Item
2651,301659,3.87,2026-02-12,Late Delivery
2652,86614,64.09,2026-02-12,Late Delivery
2653,253177,60.43,2026-02-12,Damaged Item
2654,156283,233.66,2026-02-12,Wrong Item
2655,190717,134.83,2026-02-12,Wrong Item
2656,207904,3.42,2026-02-12,Customer Error
2657,199814,39.14,2026-02-12,Wrong Item
2658,120792,19.87,2026-02-12,Late Delivery
2659,289057,55.18,2026-02-12,Late Delivery
2660,278783,29.97,2026-02-12,Late Delivery
2661,126147,178.8,2026-02-12,Customer Error
2662,227608,216.08,2026-02-12,Late Delivery
2663,209948,5.59,2026-02-12,Damaged Item
2664,6705,6.23,2026-02-12,Customer Error
2665,63719,6.09,2026-02-12,Customer Error
2666,299671,30.78,2026-02-12,Wrong Item
2667,79017,48.63,2026-02-12,Customer Error
2668,91735,6.58,2026-02-12,Wrong Item
2669,261476,4.53,2026-02-12,Damaged Item
2670,126872,32.79,2026-02-12,Customer Error
2671,138035,34.12,2026-02-12,Customer Error
2672,184039,29.15,2026-02-12,Damaged Item
2673,265080,43.77,2026-02-12,Late Delivery
2674,190134,256.0,2026-02-12,Damaged Item
2675,2805,21.62,2026-02-12,Damaged Item
2676,130219,43.5,2026-02-12,Late Delivery
2677,84291,37.04,2026-02-12,Customer Error
2678,107499,75.73,2026-02-12,Late Delivery
2679,104770,418.34,2026-02-12,Customer Error
2680,238216,56.73,2026-02-12,Damaged Item
2681,243692,16.48,2026-02-12,Damaged Item
2682,54158,144.57,2026-02-12,Late Delivery
2683,187472,70.58,2026-02-12,Customer Error
2684,249687,9.59,2026-02-12,Late Delivery
2685,217397,17.45,2026-02-12,Damaged Item
2686,261489,147.55,2026-02-12,Customer Error
2687,244249,3.52,2026-02-12,Wrong Item
2688,277340,6.49,2026-02-12,Damaged Item
2689,279865,9.51,2026-02-12,Customer Error
2690,105675,228.24,2026-02-12,Late Delivery
2691,133048,1.3,2026-02-12,Damaged Item
2692,53710,80.21,2026-02-12,Damaged Item
2693,75790,25.18,2026-02-12,Customer Error
2694,223571,15.24,2026-02-12,Customer Error
2695,23429,21.87,2026-02-12,Damaged Item
2696,132649,10.64,2026-02-12,Wrong Item
2697,168570,31.27,2026-02-12,Late Delivery
2698,294747,47.1,2026-02-12,Late Delivery
2699,98144,34.1,2026-02-12,Customer Error
2700,40604,5.43,2026-02-12,Late Delivery
2701,30505,59.08,2026-02-12,Damaged Item
2702,130601,5.08,2026-02-12,Damaged Item
2703,225955,20.78,2026-02-12,Late Delivery
2704,239619,4.89,2026-02-12,Damaged Item
2705,98066,40.17,2026-02-12,Customer Error
2706,295344,93.02,2026-02-12,Customer Error
2707,34477,48.36,2026-02-12,Customer Error
2708,102545,30.85,2026-02-12,Late Delivery
2709,164438,29.26,2026-02-12,Late Delivery
2710,135414,3480.22,2026-02-12,Customer Error
2711,117259,11.3,2026-02-12,Late Delivery
2712,42291,4.41,2026-02-12,Late Delivery
2713,226025,38.25,2026-02-12,Wrong Item
2714,146210,39.93,2026-02-12,Damaged Item
2715,8097,38.43,2026-02-12,Late Delivery
2716,53615,22.46,2026-02-12,Damaged Item
2717,62490,6.93,2026-02-12,Wrong Item
2718,31992,2.46,2026-02-12,Customer Error
2719,261885,31.16,2026-02-12,Wrong Item
2720,296004,0.91,2026-02-12,Late Delivery
2721,260888,32.89,2026-02-12,Damaged Item
2722,244087,11.66,2026-02-12,Damaged Item
2723,78930,30.47,2026-02-12,Customer Error
2724,205986,57.39,2026-02-12,Wrong Item
2725,221959,18.14,2026-02-12,Late Delivery
2726,7474,11.03,2026-02-12,Late Delivery
2727,96792,16.07,2026-02-12,Wrong Item
2728,190995,20.77,2026-02-12,Late Delivery
2729,153791,10.53,2026-02-12,Late Delivery
2730,108230,18.28,2026-02-12,Late Delivery
2731,154147,18.11,2026-02-12,Customer Error
2732,278850,23.52,2026-02-12,Customer Error
2733,233592,26.74,2026-02-12,Late Delivery
2734,152194,13.45,2026-02-12,Customer Error
2735,183872,10.91,2026-02-12,Damaged Item
2736,277048,18.76,2026-02-12,Wrong Item
2737,4849,46.54,2026-02-12,Damaged Item
2738,58446,179.78,2026-02-12,Wrong Item
2739,157160,15.86,2026-02-12,Wrong Item
2740,147524,11.99,2026-02-12,Late Delivery
2741,45267,3.98,2026-02-12,Late Delivery
2742,254912,66.28,2026-02-12,Wrong Item
2743,129271,27.58,2026-02-12,Wrong Item
2744,186779,15.61,2026-02-12,Wrong Item
2745,160150,15.47,2026-02-12,Wrong Item
2746,207526,74.74,2026-02-12,Late Delivery
2747,131200,37.41,2026-02-12,Customer Error
2748,6897,20.84,2026-02-12,Late Delivery
2749,108429,65.63,2026-02-12,Late Delivery
2750,211216,43.2,2026-02-12,Late Delivery
2751,222628,65.66,2026-02-12,Wrong Item
2752,142451,100.62,2026-02-12,Damaged Item
2753,102834,6.74,2026-02-12,Customer Error
2754,229435,22.01,2026-02-12,Late Delivery
2755,181611,20.66,2026-02-12,Damaged Item
2756,134945,49.42,2026-02-12,Damaged Item
2757,191521,41.9,2026-02-12,Customer Error
2758,295458,12.92,2026-02-12,Wrong Item
2759,107269,7.39,2026-02-12,Wrong Item
2760,297731,5.27,2026-02-12,Customer Error
2761,277811,18.43,2026-02-12,Wrong Item
2762,202862,26.52,2026-02-12,Late Delivery
2763,16618,56.95,2026-02-12,Customer Error
2764,95020,71.57,2026-02-12,Damaged Item
2765,108513,16.51,2026-02-12,Wrong Item
2766,115104,7.52,2026-02-12,Wrong Item
2767,15997,57.24,2026-02-12,Late Delivery
2768,178508,135.53,2026-02-12,Damaged Item
2769,138836,52.21,2026-02-12,Wrong Item
2770,149250,6.7,2026-02-12,Wrong Item
2771,52312,6.99,2026-02-12,Late Delivery
2772,20637,37.11,2026-02-12,Damaged Item
2773,75149,5.05,2026-02-12,Late Delivery
2774,99016,49.69,2026-02-12,Wrong Item
2775,43840,21.48,2026-02-12,Late Delivery
2776,127624,5.69,2026-02-12,Late Delivery
2777,84473,462.2,2026-02-12,Late Delivery
2778,11697,2.69,2026-02-12,Wrong Item
2779,68105,6.07,2026-02-12,Damaged Item
2780,93825,52.97,2026-02-12,Customer Error
2781,280571,8.42,2026-02-12,Wrong Item
2782,55178,16.91,2026-02-12,Late Delivery
2783,29838,5.3,2026-02-12,Customer Error
2784,136212,11.07,2026-02-12,Damaged Item
2785,37623,50.76,2026-02-12,Damaged Item
2786,186966,13.58,2026-02-12,Customer Error
2787,171503,49.97,2026-02-12,Customer Error
2788,156186,256.12,2026-02-12,Damaged Item
2789,73552,46.67,2026-02-12,Customer Error
2790,124563,126.12,2026-02-12,Late Delivery
2791,141605,41.23,2026-02-12,Late Delivery
2792,202816,10.91,2026-02-12,Damaged Item
2793,62152,91.66,2026-02-12,Wrong Item
2794,91602,39.76,2026-02-12,Damaged Item
2795,285521,48.64,2026-02-12,Damaged Item
2796,134712,32.66,2026-02-12,Late Delivery
2797,50299,20.72,2026-02-12,Damaged Item
2798,181272,17.78,2026-02-12,Damaged Item
2799,222583,35.2,2026-02-12,Wrong Item
2800,2981,43.48,2026-02-12,Late Delivery
2801,166741,229.37,2026-02-12,Damaged Item
2802,207107,57.13,2026-02-12,Damaged Item
2803,273419,9.36,2026-02-12,Customer Error
2804,217999,20.77,2026-02-12,Customer Error
2805,247752,31.46,2026-02-12,Damaged Item
2806,157916,11.68,2026-02-12,Damaged Item
2807,223597,5.0,2026-02-12,Wrong Item
2808,46446,32.4,2026-02-12,Wrong Item
2809,210084,18.44,2026-02-12,Wrong Item
2810,259307,265.05,2026-02-12,Customer Error
2811,248630,67.72,2026-02-12,Damaged Item
2812,145233,168.41,2026-02-12,Late Delivery
2813,153005,25.45,2026-02-12,Wrong Item
2814,65364,7.47,2026-02-12,Late Delivery
2815,196198,13.04,2026-02-12,Damaged Item
2816,167768,8.78,2026-02-12,Wrong Item
2817,210155,16.98,2026-02-12,Customer Error
2818,165441,41.95,2026-02-12,Wrong Item
2819,284565,54.88,2026-02-12,Late Delivery
2820,147636,3.28,2026-02-12,Wrong Item
2821,301848,8.65,2026-02-12,Wrong Item
2822,16228,23.3,2026-02-12,Wrong Item
2823,116627,21.95,2026-02-12,Damaged Item
2824,189048,12.05,2026-02-12,Customer Error
2825,153770,38.9,2026-02-12,Late Delivery
2826,222369,8.04,2026-02-12,Customer Error
2827,20942,32.07,2026-02-12,Wrong Item
2828,10420,6.33,2026-02-12,Late Delivery
2829,112247,13.58,2026-02-12,Late Delivery
2830,155611,4.95,2026-02-12,Damaged Item
2831,299454,107.71,2026-02-12,Damaged Item
2832,84514,9.69,2026-02-12,Customer Error
2833,24056,33.13,2026-02-12,Late Delivery
2834,69668,2.22,2026-02-12,Damaged Item
2835,229096,5.16,2026-02-12,Damaged Item
2836,95895,16.72,2026-02-12,Wrong Item
2837,90402,11.16,2026-02-12,Late Delivery
2838,181096,6.1,2026-02-12,Wrong Item
2839,293755,26.44,2026-02-12,Wrong Item
2840,185470,7.45,2026-02-12,Customer Error
2841,263490,2.19,2026-02-12,Late Delivery
2842,41441,53.46,2026-02-12,Late Delivery
2843,282129,15.09,2026-02-12,Damaged Item
2844,16267,17.69,2026-02-12,Wrong Item
2845,208271,16.66,2026-02-12,Wrong Item
2846,228025,11.5,2026-02-12,Wrong Item
2847,149669,7.04,2026-02-12,Damaged Item
2848,297447,82.81,2026-02-12,Customer Error
2849,81575,4.8,2026-02-12,Late Delivery
2850,286033,18.52,2026-02-12,Wrong Item
2851,279779,75.3,2026-02-12,Damaged Item
2852,181587,9.1,2026-02-12,Damaged Item
2853,125284,158.65,2026-02-12,Customer Error
2854,192657,44.83,2026-02-12,Customer Error
2855,227838,5.51,2026-02-12,Late Delivery
2856,120731,4.76,2026-02-12,Wrong Item
2857,300018,8.02,2026-02-12,Wrong Item
2858,285641,10.51,2026-02-12,Late Delivery
2859,95693,40.36,2026-02-12,Customer Error
2860,254346,31.89,2026-02-12,Customer Error
2861,298425,5.91,2026-02-12,Late Delivery
2862,256232,57.1,2026-02-12,Wrong Item
2863,9167,21.68,2026-02-12,Damaged Item
2864,18938,20.03,2026-02-12,Wrong Item
2865,122222,16.49,2026-02-12,Damaged Item
2866,173262,29.45,2026-02-12,Customer Error
2867,137550,12.86,2026-02-12,Wrong Item
2868,202863,23.73,2026-02-12,Damaged Item
2869,297296,66.45,2026-02-12,Customer Error
2870,161035,78.38,2026-02-12,Damaged Item
2871,186556,8.99,2026-02-12,Customer Error
2872,105206,34.36,2026-02-12,Damaged Item
2873,161456,9.22,2026-02-12,Wrong Item
2874,34618,32.92,2026-02-12,Late Delivery
2875,148701,1.96,2026-02-12,Wrong Item
2876,82121,69.55,2026-02-12,Customer Error
2877,274586,38.26,2026-02-12,Late Delivery
2878,133946,4.66,2026-02-12,Customer Error
2879,129966,25.75,2026-02-12,Wrong Item
2880,24922,46.1,2026-02-12,Wrong Item
2881,118838,28.98,2026-02-12,Wrong Item
2882,111453,4.18,2026-02-12,Customer Error
2883,242616,5.46,2026-02-12,Customer Error
2884,28891,12.01,2026-02-12,Wrong Item
2885,161309,10.26,2026-02-12,Late Delivery
2886,114713,3.15,2026-02-12,Late Delivery
2887,168836,54.8,2026-02-12,Damaged Item
2888,129132,23.11,2026-02-12,Damaged Item
2889,49910,37.17,2026-02-12,Customer Error
2890,104595,8.13,2026-02-12,Late Delivery
2891,49570,15.85,2026-02-12,Late Delivery
2892,124425,10.36,2026-02-12,Customer Error
2893,152536,61.18,2026-02-12,Wrong Item
2894,42382,70.75,2026-02-12,Wrong Item
2895,35096,6.2,2026-02-12,Customer Error
2896,285256,154.82,2026-02-12,Wrong Item
2897,301656,7.88,2026-02-12,Customer Error
2898,279700,32.02,2026-02-12,Wrong Item
2899,212015,44.78,2026-02-12,Customer Error
2900,98717,5.7,2026-02-12,Late Delivery
2901,165984,9.9,2026-02-12,Wrong Item
2902,291884,77.7,2026-02-12,Damaged Item
2903,271627,34.37,2026-02-12,Damaged Item
2904,258184,85.81,2026-02-12,Wrong Item
2905,65324,5.77,2026-02-12,Wrong Item
2906,105155,29.12,2026-02-12,Wrong Item
2907,274261,31.76,2026-02-12,Late Delivery
2908,246747,4.56,2026-02-12,Damaged Item
2909,270932,65.78,2026-02-12,Wrong Item
2910,78418,59.75,2026-02-12,Damaged Item
2911,249311,14.85,2026-02-12,Customer Error
2912,237608,6.64,2026-02-12,Customer Error
2913,111997,11.49,2026-02-12,Customer Error
2914,104170,19.39,2026-02-12,Wrong Item
2915,98808,33.41,2026-02-12,Late Delivery
2916,240412,23.06,2026-02-12,Damaged Item
2917,125378,24.78,2026-02-12,Late Delivery
2918,87452,29.24,2026-02-12,Customer Error
2919,198879,5.01,2026-02-12,Wrong Item
2920,241670,21.07,2026-02-12,Late Delivery
2921,209993,1.35,2026-02-12,Damaged Item
2922,271647,139.93,2026-02-12,Damaged Item
2923,269244,4.64,2026-02-12,Damaged Item
2924,39681,22.53,2026-02-12,Wrong Item
2925,82445,92.88,2026-02-12,Damaged Item
2926,248016,65.16,2026-02-12,Wrong Item
2927,96536,6.34,2026-02-12,Customer Error
2928,119966,3.89,2026-02-12,Damaged Item
2929,173173,27.91,2026-02-12,Customer Error
2930,179684,1.21,2026-02-12,Damaged Item
2931,226608,22.65,2026-02-12,Customer Error
2932,254565,24.22,2026-02-12,Wrong Item
2933,58977,20.77,2026-02-12,Wrong Item
2934,214597,25.34,2026-02-12,Customer Error
2935,30151,8.54,2026-02-12,Customer Error
2936,293962,4.13,2026-02-12,Customer Error
2937,292487,9.55,2026-02-12,Late Delivery
2938,94828,92.38,2026-02-12,Wrong Item
2939,186465,36.54,2026-02-12,Damaged Item
2940,45035,42.04,2026-02-12,Wrong Item
2941,197663,8.67,2026-02-12,Wrong Item
2942,11925,16.37,2026-02-12,Damaged Item
2943,51635,69.36,2026-02-12,Late Delivery
2944,245927,3.43,2026-02-12,Damaged Item
2945,216095,8.32,2026-02-12,Damaged Item
2946,272944,116.15,2026-02-12,Customer Error
2947,48140,13.3,2026-02-12,Customer Error
2948,76056,18.44,2026-02-12,Customer Error
2949,32408,13.27,2026-02-12,Damaged Item
2950,273809,19.6,2026-02-12,Customer Error
2951,89601,3.33,2026-02-12,Late Delivery
2952,90298,23.5,2026-02-12,Late Delivery
2953,295981,8.33,2026-02-12,Damaged Item
2954,250054,20.15,2026-02-12,Customer Error
2955,218731,10.32,2026-02-12,Customer Error
2956,271951,20.29,2026-02-12,Wrong Item
2957,160843,60.11,2026-02-12,Late Delivery
2958,161097,18.62,2026-02-12,Damaged Item
2959,16300,34.44,2026-02-12,Damaged Item
2960,38895,8.36,2026-02-12,Late Delivery
2961,81180,55.05,2026-02-12,Late Delivery
2962,274351,11.67,2026-02-12,Wrong Item
2963,73353,7.39,2026-02-12,Customer Error
2964,82626,11.92,2026-02-12,Late Delivery
2965,287469,66.96,2026-02-12,Damaged Item
2966,88409,4.66,2026-02-12,Late Delivery
2967,20456,2.15,2026-02-12,Damaged Item
2968,170258,80.05,2026-02-12,Wrong Item
2969,32224,37.31,2026-02-12,Customer Error
2970,283839,72.15,2026-02-12,Late Delivery
2971,152736,13.8,2026-02-12,Customer Error
2972,11865,15.47,2026-02-12,Damaged Item
2973,193183,9.73,2026-02-12,Customer Error
2974,224309,68.52,2026-02-12,Damaged Item
2975,269966,40.44,2026-02-12,Wrong Item
2976,257287,15.73,2026-02-12,Damaged Item
2977,128658,28.04,2026-02-12,Late Delivery
2978,27853,3.39,2026-02-12,Damaged Item
2979,65682,7.51,2026-02-12,Late Delivery
2980,193482,21.27,2026-02-12,Late Delivery
2981,145430,37.24,2026-02-12,Customer Error
2982,78477,11.24,2026-02-12,Customer Error
2983,63300,66.94,2026-02-12,Wrong Item
2984,198073,78.65,2026-02-12,Damaged Item
2985,226126,15.18,2026-02-12,Wrong Item
2986,110972,11.28,2026-02-12,Late Delivery
2987,65405,18.83,2026-02-12,Late Delivery
2988,296447,7.34,2026-02-12,Wrong Item
